filepath,label
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2722_jpg.rf.7d94e7403b7181d6ab7df282e73609e9.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/U/3696_jpg.rf.08372e5634191606a988fc57ad8f031d.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/N/1599_jpg.rf.9c75114ecaa7f4268d07df894fdebd14.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1045_jpg.rf.3e14c2b37f865d526162f94126fdc73b.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/F/1101_jpg.rf.5f8f151854c7d281fd04c7dd1570c568.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/G/G_11.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_167.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1514_jpg.rf.593d4ffece9ab97ad913cd49e57ffcda.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018835.345808.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/H/Image_1667019012.6667602.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1461_jpg.rf.28b89a55b8d7a4ad82256f843eda0eac.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/B/B_171.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/N/1560_jpg.rf.05efcd0bdc0e41ba0c274ae2a8565b0f.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/W/Image_1667019781.245786.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_43.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2278.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y_150.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1184_jpg.rf.c8f14027a25b4d45ea9a0c8b478db75e.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_74.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/P/P_169.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_44.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_40.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4382.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_154.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_173.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2083_jpg.rf.6070a79e1919555d70b53040f5af5745.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/N/Image_1667019368.21259.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/S/S_211.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_90.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/T/3519_jpg.rf.1cff123883740fc3657c9d9ed14f5f04.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/H/1151.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034859.5525572.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1143_jpg.rf.8f7d4741887f208f62674035d8dc5506.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/B/B_43.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/T/2593_jpg.rf.9252f2066e003f116b14426af87c2d72.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_69 (4).jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/G/1295_jpg.rf.415beb0526ba370ee8ccb5460b61434a.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/D/436_jpg.rf.e9b5a751e7b455f1433299b4bb5db95c.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/F/F_15.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_198.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/F/Image_1667018910.7073104.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_139.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_79.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/D/Image_1667034396.8817432.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018768.6845946.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_114 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019051.0239954.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_24.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_141.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/D/Image_1667034397.173742.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/M/Image_1667019343.8973587.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/W/4825.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/A/130_jpg.rf.280ef86b41f0bcaf06ec0eea25163dd7.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_189.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/N/2089_jpg.rf.2b154419157a3b896e5c4bf2fe63a78b.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/D/587.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_16 (2).jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_105.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018758.5459795.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/N/Image_1667019374.738729.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/E/745.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2094_jpg.rf.35a19cb261496600587db736f07d463c.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1317_jpg.rf.b9b95b6c745654cfe350e18d461ae30d.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_44 (2).jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2939_jpg.rf.c794469d5dbb0977cc56d58a0ed3bb83.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_176.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_24 (2).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_24.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/L/Image_1667033950.0951326.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_110 (2).jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_29.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/E/Image_1667018841.0563526.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/V/2781_jpg.rf.bfe113d028bf6c2fbd7db6c385bc7446.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_25.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_9 (3).jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y_47 (2).jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/5399.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/F/808.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019045.301028.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/H/H_83 (2).jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1651_jpg.rf.cb5e4914fe6c6edc214630b4892eaca8.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/H/1143.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_108.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/L/2129.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/B/141_jpg.rf.71cb22d15995975a45fb6af9e2264a7f.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3736.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1513_jpg.rf.eb16c045df9d4f32d4886cf0aa68b709.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/O/Image_1667019410.3355565.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1204_jpg.rf.372fc4f832250e0bee0b91bcc2a45669.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/C/445.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_23.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/U/2631_jpg.rf.aaed448b10cb497e83123ab9a12876bd.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/C/282_jpg.rf.7a3921aac767633aa86402fbdc5f8883.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_41.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_106.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/P/P_27.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/P/1974_jpg.rf.c7d193c68c928377767faf45ed786117.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/X/Image_1667019827.7303302.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3714.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/A/Image_1667018685.114426 (2).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/X/Image_1667019837.7393343.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1499_jpg.rf.ea3c6a7c920e5b7e95bb54c6ac2a7f4a.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/R/Image_1667034761.615488.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/V/3836_jpg.rf.8b6e52f1715c4305ffba75c75668d4dd.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/T/3550_jpg.rf.afca95e09aced749c35810f58c66fabf.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/H/1414_jpg.rf.22e28bcc3df7587cf1db52aabd99c587.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_22 (2).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1254_jpg.rf.c4ccd761abecd241ff3d3fca313135fb.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_114 (2).jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034849.241214.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_7.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_19.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/F/F_8.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/M/Image_1667019352.8785498.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/H/Image_1667019013.8737795.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/E/915_jpg.rf.6da1ede203f660e79faa91e235d7dd98.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019045.8770146.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/D/Image_1667034384.5183344 (2).jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/A/101_jpg.rf.22d99144f7ad7249833546a901987bd5.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/P/P_15.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/H/H_118 (2).jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/G/1300_jpg.rf.7183184627dc2b56bd1c9ab7d1f5fc91.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_157.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/B/Image_1667018723.595361.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_79.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/P/Image_1667019429.0697742.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1670.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/H/Image_1667019013.4697788.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019053.6406689.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_21 (2).jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/T/3430_jpg.rf.6c05275e3f228b3610acf466f8ae4113.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/X/Image_1667019839.2513452.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_182 (2).jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4129_jpg.rf.789af1cd3b70d562d08ec01eaf6dccb8.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/O/2825.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_14.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_28.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_66.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_22 (3).jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/P/Image_1667019427.1837683.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/T/2523_jpg.rf.a4f864c04bf917bddea466cdde905d12.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_51.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T_42.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2170_jpg.rf.46d5559b1b8be70cd5c44892172985a2.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/D/714_jpg.rf.65a733de79de578d28499fed58082d03.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_95.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/B/B_191 (2).jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1559.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/V/4520.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/G/Image_1667034645.9385836.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/L/1901_jpg.rf.c442a7dcca2f45419f5a1547c3a40adf.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/U/2765_jpg.rf.1386ce57af5d3fcea67e2481d0f2a0b6.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/S/S12.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_90 (2).jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_58.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1793_jpg.rf.ed06dcf24f4fcd181067b856d72a47f1.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4232.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/E/734.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_56.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1296_jpg.rf.662252c064a478fc277f1671f84cb71b.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/P/P_1.jpg,P
/home/code871/Git/fsl-svm/server/FSL-dataset/B/123_jpg.rf.bc42d57cad91f16a8f584c760eebc4c0.jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4225.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/S/2373_jpg.rf.d5039d113086c75c39fda20e3358d869.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/H/Image_1667019013.839779.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_18.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/T/2519_jpg.rf.e80b7b6cf07232497718f67e7ee779f9.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/A/Image_1667018678.9381032.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_171.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_74 (2).jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_6 (3).jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/R/2310_jpg.rf.91c2c9c3d64b481c0cc2190cb545f2a1.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/W/Image_1667019789.365483.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/N/2104_jpg.rf.c9267bbc2e8a5e95ed1d077e82d1ca9c.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/H/Image_1667019020.4722843.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_3.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_190 (2).jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Image_1667019851.9588544.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_105.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/F/1101_jpg.rf.612ea62f47011d2e91759bd626db5d0a.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_108.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/G/Image_1667034628.7844403.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_119 (2).jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_194.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1627_jpg.rf.9ae452b92dc4e0f5a0abc2155ec404c9.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/M/Image_1667019355.967426.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/B/B_113 (2).jpg,B
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2035_jpg.rf.fb4c1acb11d68f7b5d260c6d65c88298.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/N/2716.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/O/2494_jpg.rf.27c72d11110ea80c0ae6971303fdfad6.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_151 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_27.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/T/T104.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/S/2426_jpg.rf.c6d3955ae37df319d961a3e8bb88065c.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_3 (2).jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/E/E_147 (2).jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2262.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_124.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/H/H_43.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4948.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/V/2831_jpg.rf.a6c6be3feaec70662e4a109bfc208315.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1502_jpg.rf.49d3f2a505abe28202d6d8cee7377a28.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/S/S_63.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/T/Image_1667019544.4385216.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/D/561.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_128 (2).jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/H/989_jpg.rf.2d513992c7defce85a75e41c19ac44ac.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/4441_jpg.rf.acf6935bdd916af1cab74c75f8146f18.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/M/1954_jpg.rf.319a74f4dd06fb934a37edf1fa26c598.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/Y12.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_166.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/G/1263_jpg.rf.6cd785c1bdc205022d093d86763a074a.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/L/1405-Copy_jpg.rf.5a1dd2f8b9b2b369cdaa05894bee8853.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L140.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/G/1064.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_11.jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/M/Image_1667019339.6813538.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1685_jpg.rf.ae406f1495647dee06a6d5e458ad9515.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/E/840_jpg.rf.94ed5a8130044494c942eb255415f096.jpg,E
/home/code871/Git/fsl-svm/server/FSL-dataset/I/I_79 (2).jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_32.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/U/U_7 (2).jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3755.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_205 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/G/896_jpg.rf.d0ed1f703b35804d57c378e1a3f261db.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/M/M_14.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_75.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4932.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2320.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_158.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/U/3724_jpg.rf.0f9ab3d28aa5dd459a11c0f9078c7a43.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/T/4145.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/X/4885.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/H/1164.jpg,H
/home/code871/Git/fsl-svm/server/FSL-dataset/I/Image_1667019049.485997.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_110 (2).jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/I/1032_jpg.rf.041dde8c9b3605fa529621f3f77ffa59.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_4 (2).jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/N/Image_1667019368.0695713.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_84 (3).jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/D/D_129.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/U/4201.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/U/2633_jpg.rf.fc82611beeba9af9e7af1fbc607b0bcd.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/F/Image_1667018914.7625623.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/W/W_12 (2).jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/N/2467.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/C/C_38.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/D/426_jpg.rf.68e14ce3ae2bd6c5cc336a753ee5da4f.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/L/2036.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/S/2430_jpg.rf.3b16f3b05fd08991c5a5fce6e2e64e3b.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/5217.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_46.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/G/G_31 (2).jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/T/2563_jpg.rf.f82e225846332e21805fe7b61a1cbe11.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/V/V_113.jpg,V
/home/code871/Git/fsl-svm/server/FSL-dataset/G/902_jpg.rf.f519569792aad1696ca64bfe5d26e383.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/J/J_31 (3).jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L188.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_40 (2).jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_202 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/W/Image_1667019785.9847398.jpg,W
/home/code871/Git/fsl-svm/server/FSL-dataset/M/2276.jpg,M
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034835.0712912.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_109.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/F/Image_1667018921.0765936.jpg,F
/home/code871/Git/fsl-svm/server/FSL-dataset/G/880_jpg.rf.e604d5270f284d0c9cee45c004d50e12.jpg,G
/home/code871/Git/fsl-svm/server/FSL-dataset/K/1749_jpg.rf.4b15fb0907ec7687009a7424fcc86d34.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/L/L_55.jpg,L
/home/code871/Git/fsl-svm/server/FSL-dataset/T/4103.jpg,T
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1593_jpg.rf.621b3b1dde115fbee639485fcd8af875.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/S/2420_jpg.rf.cd90f7ad24e4a4918630be785093597a.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034848.9582114.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/N/N_9.jpg,N
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_29.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1711.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_108.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/D/Image_1667034397.0837567.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/Q_65 (2).jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/O/O_117.jpg,O
/home/code871/Git/fsl-svm/server/FSL-dataset/D/523.jpg,D
/home/code871/Git/fsl-svm/server/FSL-dataset/U/Image_1667034862.6517806.jpg,U
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_201 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/J/1580_jpg.rf.e3a7e3a91dd547ea5f61fb33f68a9fdb.jpg,J
/home/code871/Git/fsl-svm/server/FSL-dataset/Z/Z_64 (2).jpg,Z
/home/code871/Git/fsl-svm/server/FSL-dataset/A/A_142.jpg,A
/home/code871/Git/fsl-svm/server/FSL-dataset/C/Image_1667018760.110873.jpg,C
/home/code871/Git/fsl-svm/server/FSL-dataset/Q/2729_jpg.rf.240b4be1e1938d5d25220407f0f0cd69.jpg,Q
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K206.jpg,K
/home/code871/Git/fsl-svm/server/FSL-dataset/R/R_143.jpg,R
/home/code871/Git/fsl-svm/server/FSL-dataset/X/X_102.jpg,X
/home/code871/Git/fsl-svm/server/FSL-dataset/I/I_192.jpg,I
/home/code871/Git/fsl-svm/server/FSL-dataset/Y/3229_jpg.rf.b77a3e74baf4a82bec337f576071e3ca.jpg,Y
/home/code871/Git/fsl-svm/server/FSL-dataset/S/3217_jpg.rf.860f3760674a6899f02981cbcbde9f6c.jpg,S
/home/code871/Git/fsl-svm/server/FSL-dataset/K/K_5.jpg,K
